date,open,high,low,close,volume
1977-01-03,18.3448,18.3448,18.3448,18.3448,100
1977-01-04,17.5414,17.5414,17.5414,17.5414,100
1977-01-05,17.9431,17.9431,17.9431,17.9431,6400
1977-01-06,17.2736,17.2736,17.2736,17.2736,3900
1977-01-07,17.0058,17.0058,17.0058,17.0058,100
1977-01-10,17.4075,17.4075,17.4075,17.4075,500
1977-01-11,16.8076,16.8076,16.8076,16.8076,3700
1977-01-12,16.6683,16.6683,16.6683,16.6683,100
1977-01-13,17.6110,17.6110,17.6110,17.6110,500
1977-01-14,17.5414,17.5414,17.5414,17.5414,500
1977-01-17,16.8719,16.8719,16.8719,16.8719,100
1977-01-18,16.6041,16.6041,16.6041,16.6041,100
1977-01-19,17.9431,17.9431,17.9431,17.9431,4500
1977-01-20,17.5414,17.5414,17.5414,17.5414,4000
1977-01-21,18.4091,18.4091,18.4091,18.4091,500
1977-01-24,18.9500,18.9500,18.9500,18.9500,3900
1977-01-25,18.5483,18.5483,18.5483,18.5483,100
1977-01-26,19.2179,19.2179,19.2179,19.2179,11600
1977-01-27,18.9500,18.9500,18.9500,18.9500,1900
1977-01-28,18.9500,18.9500,18.9500,18.9500,100
1977-01-31,18.1466,18.1466,18.1466,18.1466,100
1977-02-01,18.3448,18.3448,18.3448,18.3448,3900
1977-02-02,19.2179,19.2179,19.2179,19.2179,1900
1977-02-03,18.6126,18.6126,18.6126,18.6126,1900
1977-02-04,19.0143,19.0143,19.0143,19.0143,500
1977-02-07,20.0159,20.0159,20.0159,20.0159,200
1977-02-08,20.1552,20.1552,20.1552,20.1552,3000
1977-02-09,19.6838,19.6838,19.6838,19.6838,1700
1977-02-10,19.2821,19.2821,19.2821,19.2821,200
1977-02-11,19.2821,19.2821,19.2821,19.2821,100
1977-02-14,18.4091,18.4091,18.4091,18.4091,3700
1977-02-15,18.6126,18.6126,18.6126,18.6126,100
1977-02-16,18.6126,18.6126,18.6126,18.6126,2000
1977-02-17,19.3518,19.3518,19.3518,19.3518,600
1977-02-18,18.7465,18.7465,18.7465,18.7465,200
1977-02-22,18.9500,18.9500,18.9500,18.9500,200
1977-02-23,19.2179,19.2179,19.2179,19.2179,100
1977-02-24,19.2179,19.2179,19.2179,19.2179,5200
1977-02-25,19.2179,19.2179,19.2179,19.2179,2000
1977-02-28,19.2179,19.2179,19.2179,19.2179,500
1977-03-01,19.0786,19.0786,19.0786,19.0786,4500
1977-03-02,19.0143,19.0143,19.0143,19.0143,1500
1977-03-03,18.9500,18.9500,18.9500,18.9500,100
1977-03-04,19.0143,19.0143,19.0143,19.0143,100
1977-03-07,18.5483,18.5483,18.5483,18.5483,100
1977-03-08,18.5483,18.5483,18.5483,18.5483,200
1977-03-09,18.8108,18.8108,18.8108,18.8108,100
1977-03-10,18.6769,18.6769,18.6769,18.6769,1700
1977-03-11,18.5483,18.5483,18.5483,18.5483,100
1977-03-14,18.3448,18.3448,18.3448,18.3448,3400
1977-03-15,18.4091,18.4091,18.4091,18.4091,2000
1977-03-16,18.5483,18.5483,18.5483,18.5483,100
1977-03-17,18.3448,18.3448,18.3448,18.3448,100
1977-03-18,18.6126,18.6126,18.6126,18.6126,100
1977-03-21,18.6126,18.6126,18.6126,18.6126,100
1977-03-22,18.4091,18.4091,18.4091,18.4091,500
1977-03-23,18.6126,18.6126,18.6126,18.6126,8500
1977-03-24,18.3448,18.3448,18.3448,18.3448,1700
1977-03-25,17.9431,17.9431,17.9431,17.9431,10500
1977-03-28,17.0058,17.0058,17.0058,17.0058,3400
1977-03-29,16.7380,16.7380,16.7380,16.7380,13400
1977-03-30,17.1397,17.1397,17.1397,17.1397,11600
1977-03-31,16.6683,16.6683,16.6683,16.6683,100
1977-04-01,16.0042,16.0042,16.0042,16.0042,100
1977-04-04,15.8006,15.8006,15.8006,15.8006,1500
1977-04-05,15.6025,15.6025,15.6025,15.6025,500
1977-04-06,15.6025,15.6025,15.6025,15.6025,2000
1977-04-07,15.3989,15.3989,15.3989,15.3989,100
1977-04-11,16.2666,16.2666,16.2666,16.2666,3000
1977-04-12,16.8076,16.8076,16.8076,16.8076,6400
1977-04-13,16.7380,16.7380,16.7380,16.7380,3900
1977-04-14,16.6041,16.6041,16.6041,16.6041,1800
1977-04-15,16.0684,16.0684,16.0684,16.0684,6300
1977-04-18,16.0042,16.0042,16.0042,16.0042,5000
1977-04-19,16.0684,16.0684,16.0684,16.0684,2000
1977-04-20,16.0042,16.0042,16.0042,16.0042,200
1977-04-21,16.0042,16.0042,16.0042,16.0042,100
1977-04-22,16.0042,16.0042,16.0042,16.0042,200
1977-04-25,15.6025,15.6025,15.6025,15.6025,1500
1977-04-26,15.6667,15.6667,15.6667,15.6667,500
1977-04-27,15.6667,15.6667,15.6667,15.6667,100
1977-04-28,16.0042,16.0042,16.0042,16.0042,200
1977-04-29,16.0042,16.0042,16.0042,16.0042,100
1977-05-02,16.8719,16.8719,16.8719,16.8719,8500
1977-05-03,16.8719,16.8719,16.8719,16.8719,100
1977-05-04,16.8719,16.8719,16.8719,16.8719,200
1977-05-05,16.9415,16.9415,16.9415,16.9415,100
1977-05-06,16.8719,16.8719,16.8719,16.8719,100
1977-05-09,16.6041,16.6041,16.6041,16.6041,100
1977-05-10,16.4701,16.4701,16.4701,16.4701,100
1977-05-11,16.0042,16.0042,16.0042,16.0042,2000
1977-05-12,16.0684,16.0684,16.0684,16.0684,6700
1977-05-13,16.0684,16.0684,16.0684,16.0684,1500
1977-05-16,16.5398,16.5398,16.5398,16.5398,1700
1977-05-17,16.3362,16.3362,16.3362,16.3362,100
1977-05-18,16.4701,16.4701,16.4701,16.4701,100
1977-05-19,16.3362,16.3362,16.3362,16.3362,100
1977-05-20,16.6041,16.6041,16.6041,16.6041,100
1977-05-23,16.2666,16.2666,16.2666,16.2666,500
1977-05-24,16.2666,16.2666,16.2666,16.2666,500
1977-05-25,16.4059,16.4059,16.4059,16.4059,5500
1977-05-26,16.2023,16.2023,16.2023,16.2023,100
1977-05-27,16.4059,16.4059,16.4059,16.4059,500
1977-05-31,17.1397,17.1397,17.1397,17.1397,5500
1977-06-01,16.8719,16.8719,16.8719,16.8719,100
1977-06-02,16.8719,16.8719,16.8719,16.8719,200
1977-06-03,16.8076,16.8076,16.8076,16.8076,100
1977-06-06,17.0058,17.0058,17.0058,17.0058,100
1977-06-07,16.8719,16.8719,16.8719,16.8719,100
1977-06-08,16.6041,16.6041,16.6041,16.6041,100
1977-06-09,16.6683,16.6683,16.6683,16.6683,200
1977-06-10,16.2023,16.2023,16.2023,16.2023,200
1977-06-13,16.4701,16.4701,16.4701,16.4701,100
1977-06-14,16.6041,16.6041,16.6041,16.6041,1700
1977-06-15,16.5398,16.5398,16.5398,16.5398,100
1977-06-16,16.7380,16.7380,16.7380,16.7380,100
1977-06-17,17.0058,17.0058,17.0058,17.0058,200
1977-06-20,16.8719,16.8719,16.8719,16.8719,1800
1977-06-21,16.8076,16.8076,16.8076,16.8076,100
1977-06-22,16.8719,16.8719,16.8719,16.8719,100
1977-06-23,17.0700,17.0700,17.0700,17.0700,100
1977-06-24,17.9431,17.9431,17.9431,17.9431,200
1977-06-27,18.2752,18.2752,18.2752,18.2752,100
1977-06-28,18.0770,18.0770,18.0770,18.0770,100
1977-06-29,17.6110,17.6110,17.6110,17.6110,500
1977-06-30,17.6110,17.6110,17.6110,17.6110,100
1977-07-01,17.6110,17.6110,17.6110,17.6110,100
1977-07-05,17.5414,17.5414,17.5414,17.5414,100
1977-07-06,17.6110,17.6110,17.6110,17.6110,100
1977-07-07,17.6753,17.6753,17.6753,17.6753,100
1977-07-08,18.0770,18.0770,18.0770,18.0770,1500
1977-07-11,17.9431,17.9431,17.9431,17.9431,100
1977-07-12,17.6753,17.6753,17.6753,17.6753,100
1977-07-13,17.6110,17.6110,17.6110,17.6110,100
1977-07-15,17.5414,17.5414,17.5414,17.5414,100
1977-07-18,17.2039,17.2039,17.2039,17.2039,100
1977-07-19,17.1397,17.1397,17.1397,17.1397,100
1977-07-20,17.0058,17.0058,17.0058,17.0058,100
1977-07-21,16.8719,16.8719,16.8719,16.8719,100
1977-07-22,16.4701,16.4701,16.4701,16.4701,100
1977-07-25,16.4701,16.4701,16.4701,16.4701,500
1977-07-26,16.4059,16.4059,16.4059,16.4059,1600
1977-07-27,16.4059,16.4059,16.4059,16.4059,100
1977-07-28,16.2023,16.2023,16.2023,16.2023,100
1977-07-29,16.4059,16.4059,16.4059,16.4059,100
1977-08-01,16.4701,16.4701,16.4701,16.4701,100
1977-08-02,16.8076,16.8076,16.8076,16.8076,200
1977-08-03,16.8076,16.8076,16.8076,16.8076,100
1977-08-04,16.6041,16.6041,16.6041,16.6041,100
1977-08-05,16.6041,16.6041,16.6041,16.6041,100
1977-08-08,16.4701,16.4701,16.4701,16.4701,100
1977-08-09,16.4059,16.4059,16.4059,16.4059,100
1977-08-10,16.4059,16.4059,16.4059,16.4059,100
1977-08-11,16.7380,16.7380,16.7380,16.7380,500
1977-08-12,16.4701,16.4701,16.4701,16.4701,500
1977-08-15,16.4701,16.4701,16.4701,16.4701,100
1977-08-16,16.7380,16.7380,16.7380,16.7380,100
1977-08-17,16.8719,16.8719,16.8719,16.8719,600
1977-08-18,17.1397,17.1397,17.1397,17.1397,21500
1977-08-19,17.3432,17.3432,17.3432,17.3432,1500
1977-08-22,17.4075,17.4075,17.4075,17.4075,200
1977-08-23,17.6110,17.6110,17.6110,17.6110,100
1977-08-24,17.5414,17.5414,17.5414,17.5414,100
1977-08-25,17.6753,17.6753,17.6753,17.6753,100
1977-08-26,17.6753,17.6753,17.6753,17.6753,100
1977-08-29,17.2736,17.2736,17.2736,17.2736,100
1977-08-30,17.4075,17.4075,17.4075,17.4075,100
1977-08-31,17.4075,17.4075,17.4075,17.4075,100
1977-09-01,17.4075,17.4075,17.4075,17.4075,2000
1977-09-02,17.3432,17.3432,17.3432,17.3432,100
1977-09-06,17.4075,17.4075,17.4075,17.4075,100
1977-09-07,17.3432,17.3432,17.3432,17.3432,100
1977-09-08,17.2736,17.2736,17.2736,17.2736,500
1977-09-09,16.9415,16.9415,16.9415,16.9415,100
1977-09-12,16.9415,16.9415,16.9415,16.9415,100
1977-09-13,16.9415,16.9415,16.9415,16.9415,100
1977-09-14,17.6753,17.6753,17.6753,17.6753,1700
1977-09-15,17.6753,17.6753,17.6753,17.6753,100
1977-09-16,17.6753,17.6753,17.6753,17.6753,200
1977-09-19,17.2736,17.2736,17.2736,17.2736,100
1977-09-20,17.6110,17.6110,17.6110,17.6110,1600
1977-09-21,17.6753,17.6753,17.6753,17.6753,2000
1977-09-22,17.2736,17.2736,17.2736,17.2736,1600
1977-09-23,17.2736,17.2736,17.2736,17.2736,100
1977-09-26,17.2736,17.2736,17.2736,17.2736,2000
1977-09-27,17.3432,17.3432,17.3432,17.3432,4000
1977-09-28,17.8092,17.8092,17.8092,17.8092,3700
1977-09-29,18.6769,18.6769,18.6769,18.6769,600
1977-09-30,18.0770,18.0770,18.0770,18.0770,2800
1977-10-03,17.6753,17.6753,17.6753,17.6753,1500
1977-10-04,17.6753,17.6753,17.6753,17.6753,6700
1977-10-05,17.7449,17.7449,17.7449,17.7449,100
1977-10-06,17.5414,17.5414,17.5414,17.5414,100
1977-10-07,17.5414,17.5414,17.5414,17.5414,100
1977-10-10,17.2736,17.2736,17.2736,17.2736,100
1977-10-11,17.2736,17.2736,17.2736,17.2736,100
1977-10-12,17.6110,17.6110,17.6110,17.6110,1700
1977-10-13,17.6110,17.6110,17.6110,17.6110,100
1977-10-14,17.6110,17.6110,17.6110,17.6110,100
1977-10-17,17.6110,17.6110,17.6110,17.6110,100
1977-10-18,17.6110,17.6110,17.6110,17.6110,100
1977-10-19,17.6753,17.6753,17.6753,17.6753,200
1977-10-20,17.6753,17.6753,17.6753,17.6753,100
1977-10-21,17.6110,17.6110,17.6110,17.6110,100
1977-10-24,17.6753,17.6753,17.6753,17.6753,100
1977-10-25,17.6753,17.6753,17.6753,17.6753,200
1977-10-26,17.6110,17.6110,17.6110,17.6110,100
1977-10-27,17.6753,17.6753,17.6753,17.6753,1600
1977-10-28,17.2736,17.2736,17.2736,17.2736,100
1977-10-31,17.4075,17.4075,17.4075,17.4075,100
1977-11-01,17.4075,17.4075,17.4075,17.4075,100
1977-11-02,17.4075,17.4075,17.4075,17.4075,100
1977-11-03,17.4075,17.4075,17.4075,17.4075,100
1977-11-04,17.2736,17.2736,17.2736,17.2736,100
1977-11-07,17.2736,17.2736,17.2736,17.2736,100
1977-11-08,16.9415,16.9415,16.9415,16.9415,100
1977-11-09,17.0058,17.0058,17.0058,17.0058,100
1977-11-10,16.8076,16.8076,16.8076,16.8076,3700
1977-11-11,17.0058,17.0058,17.0058,17.0058,200
1977-11-14,17.0700,17.0700,17.0700,17.0700,100
1977-11-15,17.0700,17.0700,17.0700,17.0700,100
1977-11-16,17.0700,17.0700,17.0700,17.0700,100
1977-11-17,16.8719,16.8719,16.8719,16.8719,100
1977-11-18,17.0700,17.0700,17.0700,17.0700,100
1977-11-21,17.0058,17.0058,17.0058,17.0058,100
1977-11-22,16.8719,16.8719,16.8719,16.8719,100
1977-11-23,16.8719,16.8719,16.8719,16.8719,2000
1977-11-25,16.4701,16.4701,16.4701,16.4701,2000
1977-11-28,16.6041,16.6041,16.6041,16.6041,100
1977-11-29,16.5398,16.5398,16.5398,16.5398,500
1977-11-30,16.6683,16.6683,16.6683,16.6683,100
1977-12-01,16.6041,16.6041,16.6041,16.6041,200
1977-12-02,16.4059,16.4059,16.4059,16.4059,3000
1977-12-05,16.0042,16.0042,16.0042,16.0042,500
1977-12-06,15.6025,15.6025,15.6025,15.6025,3000
1977-12-07,15.2007,15.2007,15.2007,15.2007,100
1977-12-08,15.2650,15.2650,15.2650,15.2650,3600
1977-12-09,15.2007,15.2007,15.2007,15.2007,100
1977-12-12,15.2007,15.2007,15.2007,15.2007,200
1977-12-13,15.1311,15.1311,15.1311,15.1311,100
1977-12-14,15.3346,15.3346,15.3346,15.3346,3700
1977-12-15,15.2650,15.2650,15.2650,15.2650,100
1977-12-16,15.4632,15.4632,15.4632,15.4632,4800
1977-12-19,15.4632,15.4632,15.4632,15.4632,100
1977-12-20,15.4632,15.4632,15.4632,15.4632,200
1977-12-21,15.3346,15.3346,15.3346,15.3346,100
1977-12-22,14.9972,14.9972,14.9972,14.9972,3600
1977-12-23,14.9972,14.9972,14.9972,14.9972,100
1977-12-27,13.7921,13.7921,13.7921,13.7921,600
1977-12-28,13.9956,13.9956,13.9956,13.9956,100
1977-12-29,13.9956,13.9956,13.9956,13.9956,100
1977-12-30,13.9260,13.9260,13.9260,13.9260,5000
1978-01-03,13.9956,13.9956,13.9956,13.9956,100
1978-01-04,13.9260,13.9260,13.9260,13.9260,100
1978-01-05,13.9260,13.9260,13.9260,13.9260,100
1978-01-06,13.9956,13.9956,13.9956,13.9956,3000
1978-01-09,13.9956,13.9956,13.9956,13.9956,2000
1978-01-10,14.1938,14.1938,14.1938,14.1938,100
1978-01-11,14.7294,14.7294,14.7294,14.7294,500
1978-01-12,14.7990,14.7990,14.7990,14.7990,100
1978-01-13,15.0615,15.0615,15.0615,15.0615,200
1978-01-16,15.5328,15.5328,15.5328,15.5328,100
1978-01-17,15.3989,15.3989,15.3989,15.3989,100
1978-01-18,16.0042,16.0042,16.0042,16.0042,1600
1978-01-19,15.9345,15.9345,15.9345,15.9345,100
1978-01-20,15.6667,15.6667,15.6667,15.6667,100
1978-01-23,15.3989,15.3989,15.3989,15.3989,100
1978-01-24,15.5328,15.5328,15.5328,15.5328,3600
1978-01-25,15.6025,15.6025,15.6025,15.6025,600
1978-01-26,15.8649,15.8649,15.8649,15.8649,100
1978-01-27,16.0684,16.0684,16.0684,16.0684,500
1978-01-30,16.4059,16.4059,16.4059,16.4059,100
1978-01-31,16.6683,16.6683,16.6683,16.6683,6400
1978-02-01,16.4701,16.4701,16.4701,16.4701,500
1978-02-02,16.4701,16.4701,16.4701,16.4701,200
1978-02-03,16.6041,16.6041,16.6041,16.6041,100
1978-02-06,16.8719,16.8719,16.8719,16.8719,100
1978-02-07,16.9415,16.9415,16.9415,16.9415,500
1978-02-08,17.3432,17.3432,17.3432,17.3432,200
1978-02-09,17.2039,17.2039,17.2039,17.2039,100
1978-02-10,17.1397,17.1397,17.1397,17.1397,200
1978-02-13,17.1397,17.1397,17.1397,17.1397,500
1978-02-14,17.0700,17.0700,17.0700,17.0700,600
1978-02-15,17.3432,17.3432,17.3432,17.3432,100
1978-02-16,18.0770,18.0770,18.0770,18.0770,1600
1978-02-17,17.8092,17.8092,17.8092,17.8092,100
1978-02-21,17.8735,17.8735,17.8735,17.8735,100
1978-02-22,18.4787,18.4787,18.4787,18.4787,9900
1978-02-23,18.2752,18.2752,18.2752,18.2752,1500
1978-02-24,18.3448,18.3448,18.3448,18.3448,500
1978-02-27,18.6769,18.6769,18.6769,18.6769,1700
1978-02-28,18.6126,18.6126,18.6126,18.6126,500
1978-03-01,18.4091,18.4091,18.4091,18.4091,100
1978-03-02,18.2752,18.2752,18.2752,18.2752,100
1978-03-03,18.3448,18.3448,18.3448,18.3448,100
1978-03-06,18.0770,18.0770,18.0770,18.0770,200
1978-03-07,18.1466,18.1466,18.1466,18.1466,3700
1978-03-08,18.1466,18.1466,18.1466,18.1466,200
1978-03-09,18.3448,18.3448,18.3448,18.3448,2000
1978-03-10,18.8804,18.8804,18.8804,18.8804,8000
1978-03-13,19.1482,19.1482,19.1482,19.1482,3000
1978-03-14,19.6142,19.6142,19.6142,19.6142,11700
1978-03-15,19.6142,19.6142,19.6142,19.6142,20300
1978-03-16,19.5499,19.5499,19.5499,19.5499,1600
1978-03-17,19.3518,19.3518,19.3518,19.3518,500
1978-03-20,19.0143,19.0143,19.0143,19.0143,1500
1978-03-21,19.0143,19.0143,19.0143,19.0143,100
1978-03-22,19.0786,19.0786,19.0786,19.0786,500
1978-03-23,19.2821,19.2821,19.2821,19.2821,6400
1978-03-27,19.4803,19.4803,19.4803,19.4803,100
1978-03-28,19.7535,19.7535,19.7535,19.7535,3000
1978-03-29,19.7535,19.7535,19.7535,19.7535,2000
1978-03-30,19.7535,19.7535,19.7535,19.7535,1800
1978-03-31,19.4803,19.4803,19.4803,19.4803,100
1978-04-03,19.4803,19.4803,19.4803,19.4803,100
1978-04-04,19.5499,19.5499,19.5499,19.5499,100
1978-04-05,19.7535,19.7535,19.7535,19.7535,100
1978-04-06,19.4803,19.4803,19.4803,19.4803,100
1978-04-07,19.4160,19.4160,19.4160,19.4160,100
1978-04-10,19.7535,19.7535,19.7535,19.7535,3000
1978-04-11,19.5499,19.5499,19.5499,19.5499,217100
1978-04-12,19.7535,19.7535,19.7535,19.7535,1700
1978-04-13,19.6142,19.6142,19.6142,19.6142,100
1978-04-14,20.0855,20.0855,20.0855,20.0855,2800
1978-04-17,20.7551,20.7551,20.7551,20.7551,2000
1978-04-18,20.6854,20.6854,20.6854,20.6854,500
1978-04-19,21.3603,21.3603,21.3603,21.3603,1500
1978-04-20,20.6854,20.6854,20.6854,20.6854,100
1978-04-21,20.3534,20.3534,20.3534,20.3534,600
1978-04-24,19.8820,19.8820,19.8820,19.8820,100
1978-04-25,19.9516,19.9516,19.9516,19.9516,200
1978-04-26,20.3534,20.3534,20.3534,20.3534,1500
1978-04-27,20.1552,20.1552,20.1552,20.1552,100
1978-04-28,20.1552,20.1552,20.1552,20.1552,2800
1978-05-01,20.2195,20.2195,20.2195,20.2195,2800
1978-05-02,21.2211,21.2211,21.2211,21.2211,22300
1978-05-03,21.2211,21.2211,21.2211,21.2211,100
1978-05-04,20.9586,20.9586,20.9586,20.9586,2000
1978-05-05,21.0229,21.0229,21.0229,21.0229,100
1978-05-08,20.9586,20.9586,20.9586,20.9586,4800
1978-05-09,20.8193,20.8193,20.8193,20.8193,1900
1978-05-10,20.6854,20.6854,20.6854,20.6854,100
1978-05-11,20.4873,20.4873,20.4873,20.4873,100
1978-05-12,20.6854,20.6854,20.6854,20.6854,500
1978-05-15,20.2837,20.2837,20.2837,20.2837,100
1978-05-16,20.0855,20.0855,20.0855,20.0855,500
1978-05-17,19.8820,19.8820,19.8820,19.8820,1600
1978-05-18,19.7535,19.7535,19.7535,19.7535,100
1978-05-19,19.8820,19.8820,19.8820,19.8820,500
1978-05-22,19.6142,19.6142,19.6142,19.6142,500
1978-05-23,19.6838,19.6838,19.6838,19.6838,600
1978-05-24,20.0159,20.0159,20.0159,20.0159,9700
1978-05-25,20.0855,20.0855,20.0855,20.0855,100
1978-05-26,19.9516,19.9516,19.9516,19.9516,500
1978-05-30,20.7551,20.7551,20.7551,20.7551,13400
1978-05-31,21.2211,21.2211,21.2211,21.2211,1800
1978-06-01,21.0871,21.0871,21.0871,21.0871,100
1978-06-02,20.9586,20.9586,20.9586,20.9586,100
1978-06-05,21.8906,21.8906,21.8906,21.8906,17800
1978-06-06,21.6228,21.6228,21.6228,21.6228,2000
1978-06-07,21.4246,21.4246,21.4246,21.4246,100
1978-06-08,21.4246,21.4246,21.4246,21.4246,100
1978-06-09,21.4889,21.4889,21.4889,21.4889,100
1978-06-12,21.7620,21.7620,21.7620,21.7620,1600
1978-06-13,21.7620,21.7620,21.7620,21.7620,3600
1978-06-14,21.7620,21.7620,21.7620,21.7620,100
1978-06-15,21.8263,21.8263,21.8263,21.8263,6700
1978-06-16,21.8263,21.8263,21.8263,21.8263,100
1978-06-19,22.1637,22.1637,22.1637,22.1637,100
1978-06-20,22.3619,22.3619,22.3619,22.3619,1600
1978-06-21,22.3619,22.3619,22.3619,22.3619,3600
1978-06-22,22.0245,22.0245,22.0245,22.0245,100
1978-06-23,22.4262,22.4262,22.4262,22.4262,19100
1978-06-26,23.0314,23.0314,23.0314,23.0314,200
1978-06-27,22.6297,22.6297,22.6297,22.6297,2000
1978-06-28,22.8975,22.8975,22.8975,22.8975,1500
1978-06-29,22.7636,22.7636,22.7636,22.7636,500
1978-06-30,22.7636,22.7636,22.7636,22.7636,500
1978-07-03,23.0314,23.0314,23.0314,23.0314,100
1978-07-05,22.6297,22.6297,22.6297,22.6297,100
1978-07-06,22.6297,22.6297,22.6297,22.6297,100
1978-07-07,22.7636,22.7636,22.7636,22.7636,100
